"","respondent","q_item","congenial","responses","survey","response_type"
"24074",911,"aca","1",NA,"RL","relscore_c_10_nomin"
"24075",911,"aca2","1",NA,"RL","relscore_c_8"
"24076",911,"aca2","1",NA,"RL","relscore_c_10"
"24077",911,"aca2","1",NA,"RL","relscore_c_8_nounique"
"24078",911,"aca2","1",NA,"RL","relscore_c_10_nounique"
"24079",911,"aca2","1",NA,"RL","relscore_c_8_nomin"
"24080",911,"aca2","1",NA,"RL","relscore_c_10_nomin"
"24081",911,"gg","1",NA,"RL","relscore_c_8"
"24082",911,"gg","1",NA,"RL","relscore_c_10"
"24083",911,"gg","1",NA,"RL","relscore_c_8_nounique"
"24084",911,"gg","1",NA,"RL","relscore_c_10_nounique"
"24085",911,"gg","1",NA,"RL","relscore_c_8_nomin"
"24086",911,"gg","1",NA,"RL","relscore_c_10_nomin"
"24087",911,"dt","0",NA,"RL","relscore_c_8"
"24088",911,"dt","0",NA,"RL","relscore_c_10"
"24089",911,"dt","0",NA,"RL","relscore_c_8_nounique"
"24090",911,"dt","0",NA,"RL","relscore_c_10_nounique"
"24091",911,"dt","0",NA,"RL","relscore_c_8_nomin"
"24092",911,"dt","0",NA,"RL","relscore_c_10_nomin"
"24093",912,"aca","1",NA,"RL","relscore_c_8"
"24094",912,"aca","1",NA,"RL","relscore_c_10"
"24095",912,"aca","1",NA,"RL","relscore_c_8_nounique"
"24096",912,"aca","1",NA,"RL","relscore_c_10_nounique"
"24097",912,"aca","1",NA,"RL","relscore_c_8_nomin"
"24098",912,"aca","1",NA,"RL","relscore_c_10_nomin"
"24099",912,"aca2","1",NA,"RL","relscore_c_8"
"24100",912,"aca2","1",NA,"RL","relscore_c_10"
"24101",912,"aca2","1",NA,"RL","relscore_c_8_nounique"
"24102",912,"aca2","1",NA,"RL","relscore_c_10_nounique"
"24103",912,"aca2","1",NA,"RL","relscore_c_8_nomin"
"24104",912,"aca2","1",NA,"RL","relscore_c_10_nomin"
"24105",912,"gg","1",NA,"RL","relscore_c_8"
"24106",912,"gg","1",NA,"RL","relscore_c_10"
"24107",912,"gg","1",NA,"RL","relscore_c_8_nounique"
"24108",912,"gg","1",NA,"RL","relscore_c_10_nounique"
"24109",912,"gg","1",NA,"RL","relscore_c_8_nomin"
"24110",912,"gg","1",NA,"RL","relscore_c_10_nomin"
"24111",912,"dt","0",NA,"RL","relscore_c_8"
"24112",912,"dt","0",NA,"RL","relscore_c_10"
"24113",912,"dt","0",NA,"RL","relscore_c_8_nounique"
"24114",912,"dt","0",NA,"RL","relscore_c_10_nounique"
"24115",912,"dt","0",NA,"RL","relscore_c_8_nomin"
"24116",912,"dt","0",NA,"RL","relscore_c_10_nomin"
"24117",913,"aca","1",NA,"RL","relscore_c_8"
"24118",913,"aca","1",NA,"RL","relscore_c_10"
"24119",913,"aca","1",NA,"RL","relscore_c_8_nounique"
"24120",913,"aca","1",NA,"RL","relscore_c_10_nounique"
"24121",913,"aca","1",NA,"RL","relscore_c_8_nomin"
"24122",913,"aca","1",NA,"RL","relscore_c_10_nomin"
"24123",913,"aca2","1",NA,"RL","relscore_c_8"
"24124",913,"aca2","1",NA,"RL","relscore_c_10"
"24125",913,"aca2","1",NA,"RL","relscore_c_8_nounique"
"24126",913,"aca2","1",NA,"RL","relscore_c_10_nounique"
"24127",913,"aca2","1",NA,"RL","relscore_c_8_nomin"
"24128",913,"aca2","1",NA,"RL","relscore_c_10_nomin"
"24129",913,"gg","1",NA,"RL","relscore_c_8"
"24130",913,"gg","1",NA,"RL","relscore_c_10"
"24131",913,"gg","1",NA,"RL","relscore_c_8_nounique"
"24132",913,"gg","1",NA,"RL","relscore_c_10_nounique"
"24133",913,"gg","1",NA,"RL","relscore_c_8_nomin"
"24134",913,"gg","1",NA,"RL","relscore_c_10_nomin"
"24135",913,"dt","0",NA,"RL","relscore_c_8"
"24136",913,"dt","0",NA,"RL","relscore_c_10"
"24137",913,"dt","0",NA,"RL","relscore_c_8_nounique"
"24138",913,"dt","0",NA,"RL","relscore_c_10_nounique"
"24139",913,"dt","0",NA,"RL","relscore_c_8_nomin"
"24140",913,"dt","0",NA,"RL","relscore_c_10_nomin"
"24141",914,"aca","0",0,"RL","relscore_c_8"
"24142",914,"aca","0",0,"RL","relscore_c_10"
"24143",914,"aca","0",0,"RL","relscore_c_8_nounique"
"24144",914,"aca","0",0,"RL","relscore_c_10_nounique"
"24145",914,"aca","0",0,"RL","relscore_c_8_nomin"
"24146",914,"aca","0",0,"RL","relscore_c_10_nomin"
"24147",914,"aca2","0",0,"RL","relscore_c_8"
"24148",914,"aca2","0",0,"RL","relscore_c_10"
"24149",914,"aca2","0",0,"RL","relscore_c_8_nounique"
"24150",914,"aca2","0",0,"RL","relscore_c_10_nounique"
"24151",914,"aca2","0",0,"RL","relscore_c_8_nomin"
"24152",914,"aca2","0",0,"RL","relscore_c_10_nomin"
"24153",914,"gg","0",0,"RL","relscore_c_8"
"24154",914,"gg","0",0,"RL","relscore_c_10"
"24155",914,"gg","0",0,"RL","relscore_c_8_nounique"
"24156",914,"gg","0",0,"RL","relscore_c_10_nounique"
"24157",914,"gg","0",1,"RL","relscore_c_8_nomin"
"24158",914,"gg","0",0,"RL","relscore_c_10_nomin"
"24159",914,"dt","1",0,"RL","relscore_c_8"
"24160",914,"dt","1",0,"RL","relscore_c_10"
"24161",914,"dt","1",1,"RL","relscore_c_8_nounique"
"24162",914,"dt","1",1,"RL","relscore_c_10_nounique"
"24163",914,"dt","1",0,"RL","relscore_c_8_nomin"
"24164",914,"dt","1",0,"RL","relscore_c_10_nomin"
"24165",915,"aca",NA,NA,"RL","relscore_c_8"
"24166",915,"aca",NA,NA,"RL","relscore_c_10"
"24167",915,"aca",NA,NA,"RL","relscore_c_8_nounique"
"24168",915,"aca",NA,NA,"RL","relscore_c_10_nounique"
"24169",915,"aca",NA,NA,"RL","relscore_c_8_nomin"
"24170",915,"aca",NA,NA,"RL","relscore_c_10_nomin"
"24171",915,"aca2",NA,NA,"RL","relscore_c_8"
"24172",915,"aca2",NA,NA,"RL","relscore_c_10"
"24173",915,"aca2",NA,NA,"RL","relscore_c_8_nounique"
"24174",915,"aca2",NA,NA,"RL","relscore_c_10_nounique"
"24175",915,"aca2",NA,NA,"RL","relscore_c_8_nomin"
"24176",915,"aca2",NA,NA,"RL","relscore_c_10_nomin"
"24177",915,"gg",NA,NA,"RL","relscore_c_8"
"24178",915,"gg",NA,NA,"RL","relscore_c_10"
"24179",915,"gg",NA,NA,"RL","relscore_c_8_nounique"
"24180",915,"gg",NA,NA,"RL","relscore_c_10_nounique"
"24181",915,"gg",NA,NA,"RL","relscore_c_8_nomin"
"24182",915,"gg",NA,NA,"RL","relscore_c_10_nomin"
"24183",915,"dt",NA,NA,"RL","relscore_c_8"
"24184",915,"dt",NA,NA,"RL","relscore_c_10"
"24185",915,"dt",NA,NA,"RL","relscore_c_8_nounique"
"24186",915,"dt",NA,NA,"RL","relscore_c_10_nounique"
"24187",915,"dt",NA,NA,"RL","relscore_c_8_nomin"
"24188",915,"dt",NA,NA,"RL","relscore_c_10_nomin"
"24189",916,"aca","0",0,"RL","relscore_c_8"
"24190",916,"aca","0",0,"RL","relscore_c_10"
"24191",916,"aca","0",0,"RL","relscore_c_8_nounique"
"24192",916,"aca","0",0,"RL","relscore_c_10_nounique"
"24193",916,"aca","0",0,"RL","relscore_c_8_nomin"
"24194",916,"aca","0",0,"RL","relscore_c_10_nomin"
"24195",916,"aca2","0",0,"RL","relscore_c_8"
"24196",916,"aca2","0",0,"RL","relscore_c_10"
"24197",916,"aca2","0",0,"RL","relscore_c_8_nounique"
"24198",916,"aca2","0",0,"RL","relscore_c_10_nounique"
"24199",916,"aca2","0",0,"RL","relscore_c_8_nomin"
"24200",916,"aca2","0",0,"RL","relscore_c_10_nomin"
"24201",916,"gg","0",0,"RL","relscore_c_8"
"24202",916,"gg","0",0,"RL","relscore_c_10"
"24203",916,"gg","0",0,"RL","relscore_c_8_nounique"
"24204",916,"gg","0",0,"RL","relscore_c_10_nounique"
"24205",916,"gg","0",0,"RL","relscore_c_8_nomin"
"24206",916,"gg","0",0,"RL","relscore_c_10_nomin"
"24207",916,"dt","1",1,"RL","relscore_c_8"
"24208",916,"dt","1",1,"RL","relscore_c_10"
"24209",916,"dt","1",1,"RL","relscore_c_8_nounique"
"24210",916,"dt","1",1,"RL","relscore_c_10_nounique"
"24211",916,"dt","1",1,"RL","relscore_c_8_nomin"
"24212",916,"dt","1",1,"RL","relscore_c_10_nomin"
"24213",917,"aca","1",NA,"RL","relscore_c_8"
"24214",917,"aca","1",NA,"RL","relscore_c_10"
"24215",917,"aca","1",NA,"RL","relscore_c_8_nounique"
"24216",917,"aca","1",NA,"RL","relscore_c_10_nounique"
"24217",917,"aca","1",NA,"RL","relscore_c_8_nomin"
"24218",917,"aca","1",NA,"RL","relscore_c_10_nomin"
"24219",917,"aca2","1",NA,"RL","relscore_c_8"
"24220",917,"aca2","1",NA,"RL","relscore_c_10"
"24221",917,"aca2","1",NA,"RL","relscore_c_8_nounique"
"24222",917,"aca2","1",NA,"RL","relscore_c_10_nounique"
"24223",917,"aca2","1",NA,"RL","relscore_c_8_nomin"
"24224",917,"aca2","1",NA,"RL","relscore_c_10_nomin"
"24225",917,"gg","1",NA,"RL","relscore_c_8"
"24226",917,"gg","1",NA,"RL","relscore_c_10"
"24227",917,"gg","1",NA,"RL","relscore_c_8_nounique"
"24228",917,"gg","1",NA,"RL","relscore_c_10_nounique"
"24229",917,"gg","1",NA,"RL","relscore_c_8_nomin"
"24230",917,"gg","1",NA,"RL","relscore_c_10_nomin"
"24231",917,"dt","0",NA,"RL","relscore_c_8"
"24232",917,"dt","0",NA,"RL","relscore_c_10"
"24233",917,"dt","0",NA,"RL","relscore_c_8_nounique"
"24234",917,"dt","0",NA,"RL","relscore_c_10_nounique"
"24235",917,"dt","0",NA,"RL","relscore_c_8_nomin"
"24236",917,"dt","0",NA,"RL","relscore_c_10_nomin"
"24237",918,"aca","0",0,"RL","relscore_c_8"
"24238",918,"aca","0",0,"RL","relscore_c_10"
"24239",918,"aca","0",0,"RL","relscore_c_8_nounique"
"24240",918,"aca","0",0,"RL","relscore_c_10_nounique"
"24241",918,"aca","0",0,"RL","relscore_c_8_nomin"
"24242",918,"aca","0",0,"RL","relscore_c_10_nomin"
"24243",918,"aca2","0",0,"RL","relscore_c_8"
"24244",918,"aca2","0",0,"RL","relscore_c_10"
"24245",918,"aca2","0",0,"RL","relscore_c_8_nounique"
"24246",918,"aca2","0",0,"RL","relscore_c_10_nounique"
"24247",918,"aca2","0",0,"RL","relscore_c_8_nomin"
"24248",918,"aca2","0",0,"RL","relscore_c_10_nomin"
"24249",918,"gg","0",0,"RL","relscore_c_8"
"24250",918,"gg","0",0,"RL","relscore_c_10"
"24251",918,"gg","0",0,"RL","relscore_c_8_nounique"
"24252",918,"gg","0",0,"RL","relscore_c_10_nounique"
"24253",918,"gg","0",0,"RL","relscore_c_8_nomin"
"24254",918,"gg","0",0,"RL","relscore_c_10_nomin"
"24255",918,"dt","1",0,"RL","relscore_c_8"
"24256",918,"dt","1",0,"RL","relscore_c_10"
"24257",918,"dt","1",0,"RL","relscore_c_8_nounique"
"24258",918,"dt","1",0,"RL","relscore_c_10_nounique"
"24259",918,"dt","1",1,"RL","relscore_c_8_nomin"
"24260",918,"dt","1",1,"RL","relscore_c_10_nomin"
"24261",919,"aca","1",0,"RL","relscore_c_8"
"24262",919,"aca","1",0,"RL","relscore_c_10"
"24263",919,"aca","1",0,"RL","relscore_c_8_nounique"
"24264",919,"aca","1",0,"RL","relscore_c_10_nounique"
"24265",919,"aca","1",0,"RL","relscore_c_8_nomin"
"24266",919,"aca","1",0,"RL","relscore_c_10_nomin"
"24267",919,"aca2","1",0,"RL","relscore_c_8"
"24268",919,"aca2","1",0,"RL","relscore_c_10"
"24269",919,"aca2","1",0,"RL","relscore_c_8_nounique"
"24270",919,"aca2","1",0,"RL","relscore_c_10_nounique"
"24271",919,"aca2","1",0,"RL","relscore_c_8_nomin"
"24272",919,"aca2","1",0,"RL","relscore_c_10_nomin"
"24273",919,"gg","1",0,"RL","relscore_c_8"
"24274",919,"gg","1",0,"RL","relscore_c_10"
"24275",919,"gg","1",0,"RL","relscore_c_8_nounique"
"24276",919,"gg","1",0,"RL","relscore_c_10_nounique"
"24277",919,"gg","1",0,"RL","relscore_c_8_nomin"
"24278",919,"gg","1",0,"RL","relscore_c_10_nomin"
"24279",919,"dt","0",0,"RL","relscore_c_8"
"24280",919,"dt","0",0,"RL","relscore_c_10"
"24281",919,"dt","0",0,"RL","relscore_c_8_nounique"
"24282",919,"dt","0",0,"RL","relscore_c_10_nounique"
"24283",919,"dt","0",1,"RL","relscore_c_8_nomin"
"24284",919,"dt","0",1,"RL","relscore_c_10_nomin"
"24285",920,"aca","0",NA,"RL","relscore_c_8"
"24286",920,"aca","0",NA,"RL","relscore_c_10"
"24287",920,"aca","0",NA,"RL","relscore_c_8_nounique"
"24288",920,"aca","0",NA,"RL","relscore_c_10_nounique"
"24289",920,"aca","0",NA,"RL","relscore_c_8_nomin"
"24290",920,"aca","0",NA,"RL","relscore_c_10_nomin"
"24291",920,"aca2","0",NA,"RL","relscore_c_8"
"24292",920,"aca2","0",NA,"RL","relscore_c_10"
"24293",920,"aca2","0",NA,"RL","relscore_c_8_nounique"
"24294",920,"aca2","0",NA,"RL","relscore_c_10_nounique"
"24295",920,"aca2","0",NA,"RL","relscore_c_8_nomin"
"24296",920,"aca2","0",NA,"RL","relscore_c_10_nomin"
"24297",920,"gg","0",NA,"RL","relscore_c_8"
"24298",920,"gg","0",NA,"RL","relscore_c_10"
"24299",920,"gg","0",NA,"RL","relscore_c_8_nounique"
"24300",920,"gg","0",NA,"RL","relscore_c_10_nounique"
"24301",920,"gg","0",NA,"RL","relscore_c_8_nomin"
"24302",920,"gg","0",NA,"RL","relscore_c_10_nomin"
"24303",920,"dt","1",NA,"RL","relscore_c_8"
"24304",920,"dt","1",NA,"RL","relscore_c_10"
"24305",920,"dt","1",NA,"RL","relscore_c_8_nounique"
"24306",920,"dt","1",NA,"RL","relscore_c_10_nounique"
"24307",920,"dt","1",NA,"RL","relscore_c_8_nomin"
"24308",920,"dt","1",NA,"RL","relscore_c_10_nomin"
"24309",921,"aca","1",0,"RL","relscore_c_8"
"24310",921,"aca","1",0,"RL","relscore_c_10"
"24311",921,"aca","1",0,"RL","relscore_c_8_nounique"
"24312",921,"aca","1",0,"RL","relscore_c_10_nounique"
"24313",921,"aca","1",0,"RL","relscore_c_8_nomin"
"24314",921,"aca","1",0,"RL","relscore_c_10_nomin"
"24315",921,"aca2","1",0,"RL","relscore_c_8"
"24316",921,"aca2","1",0,"RL","relscore_c_10"
"24317",921,"aca2","1",0,"RL","relscore_c_8_nounique"
"24318",921,"aca2","1",0,"RL","relscore_c_10_nounique"
"24319",921,"aca2","1",0,"RL","relscore_c_8_nomin"
"24320",921,"aca2","1",0,"RL","relscore_c_10_nomin"
"24321",921,"gg","1",0,"RL","relscore_c_8"
"24322",921,"gg","1",0,"RL","relscore_c_10"
"24323",921,"gg","1",0,"RL","relscore_c_8_nounique"
"24324",921,"gg","1",0,"RL","relscore_c_10_nounique"
"24325",921,"gg","1",0,"RL","relscore_c_8_nomin"
"24326",921,"gg","1",0,"RL","relscore_c_10_nomin"
"24327",921,"dt","0",0,"RL","relscore_c_8"
"24328",921,"dt","0",0,"RL","relscore_c_10"
"24329",921,"dt","0",0,"RL","relscore_c_8_nounique"
"24330",921,"dt","0",0,"RL","relscore_c_10_nounique"
"24331",921,"dt","0",1,"RL","relscore_c_8_nomin"
"24332",921,"dt","0",1,"RL","relscore_c_10_nomin"
"24333",922,"aca","1",0,"RL","relscore_c_8"
"24334",922,"aca","1",0,"RL","relscore_c_10"
"24335",922,"aca","1",0,"RL","relscore_c_8_nounique"
"24336",922,"aca","1",0,"RL","relscore_c_10_nounique"
"24337",922,"aca","1",0,"RL","relscore_c_8_nomin"
"24338",922,"aca","1",0,"RL","relscore_c_10_nomin"
"24339",922,"aca2","1",0,"RL","relscore_c_8"
"24340",922,"aca2","1",0,"RL","relscore_c_10"
"24341",922,"aca2","1",0,"RL","relscore_c_8_nounique"
"24342",922,"aca2","1",0,"RL","relscore_c_10_nounique"
"24343",922,"aca2","1",0,"RL","relscore_c_8_nomin"
"24344",922,"aca2","1",0,"RL","relscore_c_10_nomin"
"24345",922,"gg","1",0,"RL","relscore_c_8"
"24346",922,"gg","1",0,"RL","relscore_c_10"
"24347",922,"gg","1",0,"RL","relscore_c_8_nounique"
"24348",922,"gg","1",0,"RL","relscore_c_10_nounique"
"24349",922,"gg","1",0,"RL","relscore_c_8_nomin"
"24350",922,"gg","1",0,"RL","relscore_c_10_nomin"
"24351",922,"dt","0",0,"RL","relscore_c_8"
"24352",922,"dt","0",0,"RL","relscore_c_10"
"24353",922,"dt","0",0,"RL","relscore_c_8_nounique"
"24354",922,"dt","0",0,"RL","relscore_c_10_nounique"
"24355",922,"dt","0",0,"RL","relscore_c_8_nomin"
"24356",922,"dt","0",0,"RL","relscore_c_10_nomin"
"24357",923,"aca","1",NA,"RL","relscore_c_8"
"24358",923,"aca","1",NA,"RL","relscore_c_10"
"24359",923,"aca","1",NA,"RL","relscore_c_8_nounique"
"24360",923,"aca","1",NA,"RL","relscore_c_10_nounique"
"24361",923,"aca","1",NA,"RL","relscore_c_8_nomin"
"24362",923,"aca","1",NA,"RL","relscore_c_10_nomin"
"24363",923,"aca2","1",NA,"RL","relscore_c_8"
"24364",923,"aca2","1",NA,"RL","relscore_c_10"
"24365",923,"aca2","1",NA,"RL","relscore_c_8_nounique"
"24366",923,"aca2","1",NA,"RL","relscore_c_10_nounique"
"24367",923,"aca2","1",NA,"RL","relscore_c_8_nomin"
"24368",923,"aca2","1",NA,"RL","relscore_c_10_nomin"
"24369",923,"gg","1",NA,"RL","relscore_c_8"
"24370",923,"gg","1",NA,"RL","relscore_c_10"
"24371",923,"gg","1",NA,"RL","relscore_c_8_nounique"
"24372",923,"gg","1",NA,"RL","relscore_c_10_nounique"
"24373",923,"gg","1",NA,"RL","relscore_c_8_nomin"
"24374",923,"gg","1",NA,"RL","relscore_c_10_nomin"
"24375",923,"dt","0",NA,"RL","relscore_c_8"
"24376",923,"dt","0",NA,"RL","relscore_c_10"
"24377",923,"dt","0",NA,"RL","relscore_c_8_nounique"
"24378",923,"dt","0",NA,"RL","relscore_c_10_nounique"
"24379",923,"dt","0",NA,"RL","relscore_c_8_nomin"
"24380",923,"dt","0",NA,"RL","relscore_c_10_nomin"
"24381",924,"aca","0",NA,"RL","relscore_c_8"
"24382",924,"aca","0",NA,"RL","relscore_c_10"
"24383",924,"aca","0",NA,"RL","relscore_c_8_nounique"
"24384",924,"aca","0",NA,"RL","relscore_c_10_nounique"
"24385",924,"aca","0",NA,"RL","relscore_c_8_nomin"
"24386",924,"aca","0",NA,"RL","relscore_c_10_nomin"
"24387",924,"aca2","0",NA,"RL","relscore_c_8"
"24388",924,"aca2","0",NA,"RL","relscore_c_10"
"24389",924,"aca2","0",NA,"RL","relscore_c_8_nounique"
"24390",924,"aca2","0",NA,"RL","relscore_c_10_nounique"
"24391",924,"aca2","0",NA,"RL","relscore_c_8_nomin"
"24392",924,"aca2","0",NA,"RL","relscore_c_10_nomin"
"24393",924,"gg","0",NA,"RL","relscore_c_8"
"24394",924,"gg","0",NA,"RL","relscore_c_10"
"24395",924,"gg","0",NA,"RL","relscore_c_8_nounique"
"24396",924,"gg","0",NA,"RL","relscore_c_10_nounique"
"24397",924,"gg","0",NA,"RL","relscore_c_8_nomin"
"24398",924,"gg","0",NA,"RL","relscore_c_10_nomin"
"24399",924,"dt","1",NA,"RL","relscore_c_8"
"24400",924,"dt","1",NA,"RL","relscore_c_10"
"24401",924,"dt","1",NA,"RL","relscore_c_8_nounique"
"24402",924,"dt","1",NA,"RL","relscore_c_10_nounique"
"24403",924,"dt","1",NA,"RL","relscore_c_8_nomin"
"24404",924,"dt","1",NA,"RL","relscore_c_10_nomin"
"24405",925,"aca",NA,NA,"RL","relscore_c_8"
"24406",925,"aca",NA,NA,"RL","relscore_c_10"
"24407",925,"aca",NA,NA,"RL","relscore_c_8_nounique"
"24408",925,"aca",NA,NA,"RL","relscore_c_10_nounique"
"24409",925,"aca",NA,NA,"RL","relscore_c_8_nomin"
"24410",925,"aca",NA,NA,"RL","relscore_c_10_nomin"
"24411",925,"aca2",NA,NA,"RL","relscore_c_8"
"24412",925,"aca2",NA,NA,"RL","relscore_c_10"
"24413",925,"aca2",NA,NA,"RL","relscore_c_8_nounique"
"24414",925,"aca2",NA,NA,"RL","relscore_c_10_nounique"
"24415",925,"aca2",NA,NA,"RL","relscore_c_8_nomin"
"24416",925,"aca2",NA,NA,"RL","relscore_c_10_nomin"
"24417",925,"gg",NA,NA,"RL","relscore_c_8"
"24418",925,"gg",NA,NA,"RL","relscore_c_10"
"24419",925,"gg",NA,NA,"RL","relscore_c_8_nounique"
"24420",925,"gg",NA,NA,"RL","relscore_c_10_nounique"
"24421",925,"gg",NA,NA,"RL","relscore_c_8_nomin"
"24422",925,"gg",NA,NA,"RL","relscore_c_10_nomin"
"24423",925,"dt",NA,NA,"RL","relscore_c_8"
"24424",925,"dt",NA,NA,"RL","relscore_c_10"
"24425",925,"dt",NA,NA,"RL","relscore_c_8_nounique"
"24426",925,"dt",NA,NA,"RL","relscore_c_10_nounique"
"24427",925,"dt",NA,NA,"RL","relscore_c_8_nomin"
"24428",925,"dt",NA,NA,"RL","relscore_c_10_nomin"
"24429",926,"aca","1",0,"RL","relscore_c_8"
"24430",926,"aca","1",0,"RL","relscore_c_10"
"24431",926,"aca","1",0,"RL","relscore_c_8_nounique"
"24432",926,"aca","1",0,"RL","relscore_c_10_nounique"
"24433",926,"aca","1",0,"RL","relscore_c_8_nomin"
"24434",926,"aca","1",0,"RL","relscore_c_10_nomin"
"24435",926,"aca2","1",0,"RL","relscore_c_8"
"24436",926,"aca2","1",0,"RL","relscore_c_10"
"24437",926,"aca2","1",0,"RL","relscore_c_8_nounique"
"24438",926,"aca2","1",0,"RL","relscore_c_10_nounique"
"24439",926,"aca2","1",0,"RL","relscore_c_8_nomin"
"24440",926,"aca2","1",0,"RL","relscore_c_10_nomin"
"24441",926,"gg","1",0,"RL","relscore_c_8"
"24442",926,"gg","1",0,"RL","relscore_c_10"
"24443",926,"gg","1",0,"RL","relscore_c_8_nounique"
"24444",926,"gg","1",0,"RL","relscore_c_10_nounique"
"24445",926,"gg","1",0,"RL","relscore_c_8_nomin"
"24446",926,"gg","1",0,"RL","relscore_c_10_nomin"
"24447",926,"dt","0",0,"RL","relscore_c_8"
"24448",926,"dt","0",0,"RL","relscore_c_10"
"24449",926,"dt","0",0,"RL","relscore_c_8_nounique"
"24450",926,"dt","0",0,"RL","relscore_c_10_nounique"
"24451",926,"dt","0",1,"RL","relscore_c_8_nomin"
"24452",926,"dt","0",1,"RL","relscore_c_10_nomin"
"24453",927,"aca","0",0,"RL","relscore_c_8"
"24454",927,"aca","0",0,"RL","relscore_c_10"
"24455",927,"aca","0",0,"RL","relscore_c_8_nounique"
"24456",927,"aca","0",0,"RL","relscore_c_10_nounique"
"24457",927,"aca","0",0,"RL","relscore_c_8_nomin"
"24458",927,"aca","0",0,"RL","relscore_c_10_nomin"
"24459",927,"aca2","0",0,"RL","relscore_c_8"
"24460",927,"aca2","0",0,"RL","relscore_c_10"
"24461",927,"aca2","0",0,"RL","relscore_c_8_nounique"
"24462",927,"aca2","0",0,"RL","relscore_c_10_nounique"
"24463",927,"aca2","0",1,"RL","relscore_c_8_nomin"
"24464",927,"aca2","0",0,"RL","relscore_c_10_nomin"
"24465",927,"gg","0",0,"RL","relscore_c_8"
"24466",927,"gg","0",0,"RL","relscore_c_10"
"24467",927,"gg","0",0,"RL","relscore_c_8_nounique"
"24468",927,"gg","0",0,"RL","relscore_c_10_nounique"
"24469",927,"gg","0",1,"RL","relscore_c_8_nomin"
"24470",927,"gg","0",0,"RL","relscore_c_10_nomin"
"24471",927,"dt","1",0,"RL","relscore_c_8"
"24472",927,"dt","1",0,"RL","relscore_c_10"
"24473",927,"dt","1",0,"RL","relscore_c_8_nounique"
"24474",927,"dt","1",0,"RL","relscore_c_10_nounique"
"24475",927,"dt","1",0,"RL","relscore_c_8_nomin"
"24476",927,"dt","1",0,"RL","relscore_c_10_nomin"
"24477",928,"aca","1",0,"RL","relscore_c_8"
"24478",928,"aca","1",0,"RL","relscore_c_10"
"24479",928,"aca","1",0,"RL","relscore_c_8_nounique"
"24480",928,"aca","1",0,"RL","relscore_c_10_nounique"
"24481",928,"aca","1",0,"RL","relscore_c_8_nomin"
"24482",928,"aca","1",0,"RL","relscore_c_10_nomin"
"24483",928,"aca2","1",0,"RL","relscore_c_8"
"24484",928,"aca2","1",0,"RL","relscore_c_10"
"24485",928,"aca2","1",0,"RL","relscore_c_8_nounique"
"24486",928,"aca2","1",0,"RL","relscore_c_10_nounique"
"24487",928,"aca2","1",0,"RL","relscore_c_8_nomin"
"24488",928,"aca2","1",0,"RL","relscore_c_10_nomin"
"24489",928,"gg","1",0,"RL","relscore_c_8"
"24490",928,"gg","1",0,"RL","relscore_c_10"
"24491",928,"gg","1",0,"RL","relscore_c_8_nounique"
"24492",928,"gg","1",0,"RL","relscore_c_10_nounique"
"24493",928,"gg","1",1,"RL","relscore_c_8_nomin"
"24494",928,"gg","1",0,"RL","relscore_c_10_nomin"
"24495",928,"dt","0",0,"RL","relscore_c_8"
"24496",928,"dt","0",0,"RL","relscore_c_10"
"24497",928,"dt","0",0,"RL","relscore_c_8_nounique"
"24498",928,"dt","0",0,"RL","relscore_c_10_nounique"
"24499",928,"dt","0",0,"RL","relscore_c_8_nomin"
"24500",928,"dt","0",0,"RL","relscore_c_10_nomin"
"24501",929,"aca","0",0,"RL","relscore_c_8"
"24502",929,"aca","0",0,"RL","relscore_c_10"
"24503",929,"aca","0",0,"RL","relscore_c_8_nounique"
"24504",929,"aca","0",0,"RL","relscore_c_10_nounique"
"24505",929,"aca","0",0,"RL","relscore_c_8_nomin"
"24506",929,"aca","0",0,"RL","relscore_c_10_nomin"
"24507",929,"aca2","0",0,"RL","relscore_c_8"
"24508",929,"aca2","0",0,"RL","relscore_c_10"
"24509",929,"aca2","0",0,"RL","relscore_c_8_nounique"
"24510",929,"aca2","0",0,"RL","relscore_c_10_nounique"
"24511",929,"aca2","0",0,"RL","relscore_c_8_nomin"
"24512",929,"aca2","0",0,"RL","relscore_c_10_nomin"
"24513",929,"gg","0",0,"RL","relscore_c_8"
"24514",929,"gg","0",0,"RL","relscore_c_10"
"24515",929,"gg","0",0,"RL","relscore_c_8_nounique"
"24516",929,"gg","0",0,"RL","relscore_c_10_nounique"
"24517",929,"gg","0",0,"RL","relscore_c_8_nomin"
"24518",929,"gg","0",0,"RL","relscore_c_10_nomin"
"24519",929,"dt","1",1,"RL","relscore_c_8"
"24520",929,"dt","1",0,"RL","relscore_c_10"
"24521",929,"dt","1",1,"RL","relscore_c_8_nounique"
"24522",929,"dt","1",0,"RL","relscore_c_10_nounique"
"24523",929,"dt","1",1,"RL","relscore_c_8_nomin"
"24524",929,"dt","1",1,"RL","relscore_c_10_nomin"
"24525",930,"aca","0",0,"RL","relscore_c_8"
"24526",930,"aca","0",0,"RL","relscore_c_10"
"24527",930,"aca","0",0,"RL","relscore_c_8_nounique"
"24528",930,"aca","0",0,"RL","relscore_c_10_nounique"
"24529",930,"aca","0",0,"RL","relscore_c_8_nomin"
"24530",930,"aca","0",0,"RL","relscore_c_10_nomin"
"24531",930,"aca2","0",0,"RL","relscore_c_8"
