respondent,pid,pid_strength_1,democrat,republican,independent,democrat_noleaners,democrat_leaners,questions,rgc_c_aca2,rgc_c_dt,responses,aca2_correct,dt_correct,correct,knowledge,cheating,guessing,inference,expressive,congenial
608,Republican,6,0,1,0,0,0,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Strip immigrants from several Muslim-majority countries of their green cards,"I’ve read, seen, or heard that",1,NA,1,1,0,0,0,0,0
608,Republican,6,0,1,0,0,0,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Strip immigrants from several Muslim-majority countries of their green cards,"I’ve read, seen, or heard that",NA,0,0,0,0,0,0,0,1
610,Democrat,0,1,0,0,1,1,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,1
610,Democrat,0,1,0,0,1,1,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
614,Republican,6,0,1,0,0,0,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",1,NA,1,1,0,0,0,0,0
614,Republican,6,0,1,0,0,0,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
615,NA,7,NA,NA,NA,NA,0,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,0
615,NA,7,NA,NA,NA,NA,0,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
617,Democrat,1,1,0,0,1,1,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",1,NA,1,1,0,0,0,0,1
617,Democrat,1,1,0,0,1,1,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
621,NA,5,0,0,1,NA,NA,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,NA
621,NA,5,0,0,1,NA,NA,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,NA
623,Democrat,0,1,0,0,1,1,rgc_c_aca2_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",0,NA,0,0,0,0,0,0,1
623,Democrat,0,1,0,0,1,1,rgc_c_dt_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
624,Democrat,3,1,0,0,1,1,rgc_c_aca2_p,Cut benefits to existing Medicare patients,Subject immigrants living in the U.S. illegally to deportation,"I’ve read, seen, or heard that",0,NA,0,0,0,0,0,0,1
624,Democrat,3,1,0,0,1,1,rgc_c_dt_p,Cut benefits to existing Medicare patients,Subject immigrants living in the U.S. illegally to deportation,"I’ve read, seen, or heard that",NA,0,0,0,0,0,0,0,0
625,NA,6,NA,NA,NA,NA,0,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,0
625,NA,6,NA,NA,NA,NA,0,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
626,Democrat,10,1,0,0,1,1,rgc_c_aca2_p,Create government panels to make end-of-life decisions for people on Medicare,Subject immigrants living in the U.S. illegally to deportation,"I’ve read, seen, or heard that",0,NA,0,0,0,0,0,0,1
626,Democrat,10,1,0,0,1,1,rgc_c_dt_p,Create government panels to make end-of-life decisions for people on Medicare,Subject immigrants living in the U.S. illegally to deportation,"I’ve read, seen, or heard that",NA,0,0,0,0,0,0,0,0
630,NA,6,NA,NA,NA,NA,0,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,I just thought I’d take a shot,1,NA,1,0,0,1,0,0,0
630,NA,6,NA,NA,NA,NA,0,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
632,Democrat,2,1,0,0,1,1,rgc_c_aca2_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,NA,0,NA,0,0,0,0,0,0,1
632,Democrat,2,1,0,0,1,1,rgc_c_dt_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,"It makes sense, in view of other things I know",NA,0,0,0,0,0,0,0,0
635,NA,4,1,0,0,NA,1,rgc_c_aca2_p,Don’t know,Strip immigrants from several Muslim-majority countries of their green cards,NA,0,NA,0,0,0,0,0,0,1
635,NA,4,1,0,0,NA,1,rgc_c_dt_p,Don’t know,Strip immigrants from several Muslim-majority countries of their green cards,"I’ve read, seen, or heard that",NA,0,0,0,0,0,0,0,0
638,Republican,8,0,1,0,0,0,rgc_c_aca2_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,NA,0,NA,0,0,0,0,0,0,0
638,Republican,8,0,1,0,0,0,rgc_c_dt_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,"It makes sense, in view of other things I know",NA,0,0,0,0,0,0,0,1
639,NA,4,1,0,0,NA,1,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,1
639,NA,4,1,0,0,NA,1,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
642,NA,5,0,0,1,NA,NA,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,NA
642,NA,5,0,0,1,NA,NA,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,NA
648,NA,5,0,0,1,NA,NA,rgc_c_aca2_p,Cut benefits to existing Medicare patients,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",0,NA,0,0,0,0,0,0,NA
648,NA,5,0,0,1,NA,NA,rgc_c_dt_p,Cut benefits to existing Medicare patients,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,NA
649,Republican,8,0,1,0,0,0,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,0
649,Republican,8,0,1,0,0,0,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,I just thought I’d take a shot,NA,1,1,0,0,1,0,0,1
650,Democrat,2,1,0,0,1,1,rgc_c_aca2_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,NA,0,NA,0,0,0,0,0,0,1
650,Democrat,2,1,0,0,1,1,rgc_c_dt_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,"It makes sense, in view of other things I know",NA,0,0,0,0,0,0,0,0
652,NA,5,0,0,1,NA,NA,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Subject immigrants living in the U.S. illegally to deportation,"I’ve read, seen, or heard that",1,NA,1,1,0,0,0,0,NA
652,NA,5,0,0,1,NA,NA,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Subject immigrants living in the U.S. illegally to deportation,"I’ve read, seen, or heard that",NA,0,0,0,0,0,0,0,NA
654,NA,5,0,0,1,NA,NA,rgc_c_aca2_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",0,NA,0,0,0,0,0,0,NA
654,NA,5,0,0,1,NA,NA,rgc_c_dt_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,NA
660,NA,5,0,0,1,NA,NA,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,NA
660,NA,5,0,0,1,NA,NA,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,NA
662,Democrat,0,1,0,0,1,1,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,1
662,Democrat,0,1,0,0,1,1,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
667,Democrat,0,1,0,0,1,1,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"It makes sense, in view of other things I know",1,NA,1,0,0,0,1,0,1
667,Democrat,0,1,0,0,1,1,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
669,NA,2,1,0,0,NA,1,rgc_c_aca2_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,NA,0,NA,0,0,0,0,0,0,1
669,NA,2,1,0,0,NA,1,rgc_c_dt_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,I just thought I’d take a shot,NA,0,0,0,0,0,0,0,0
676,NA,5,0,0,1,NA,NA,rgc_c_aca2_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,It makes me feel good to think that,0,NA,0,0,0,0,0,0,NA
676,NA,5,0,0,1,NA,NA,rgc_c_dt_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,NA
677,Something else,5,0,0,1,NA,0,rgc_c_aca2_p,Create government panels to make end-of-life decisions for people on Medicare,Strip immigrants from countries supporting terrorism of their green cards,"I’ve read, seen, or heard that",0,NA,0,0,0,0,0,0,0
677,Something else,5,0,0,1,NA,0,rgc_c_dt_p,Create government panels to make end-of-life decisions for people on Medicare,Strip immigrants from countries supporting terrorism of their green cards,I just thought I’d take a shot,NA,0,0,0,0,0,0,0,1
683,NA,3,1,0,0,NA,1,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"It makes sense, in view of other things I know",1,NA,1,0,0,0,1,0,1
683,NA,3,1,0,0,NA,1,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
684,NA,5,0,0,1,NA,NA,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,NA
684,NA,5,0,0,1,NA,NA,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,NA
688,NA,5,0,0,1,NA,NA,rgc_c_aca2_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"It makes sense, in view of other things I know",0,NA,0,0,0,0,0,0,NA
688,NA,5,0,0,1,NA,NA,rgc_c_dt_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"It makes sense, in view of other things I know",NA,1,1,0,0,0,1,0,NA
690,NA,6,NA,NA,NA,NA,0,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,I just thought I’d take a shot,1,NA,1,0,0,1,0,0,0
690,NA,6,NA,NA,NA,NA,0,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
692,NA,6,NA,NA,NA,NA,0,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"It makes sense, in view of other things I know",1,NA,1,0,0,0,1,0,0
692,NA,6,NA,NA,NA,NA,0,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
695,NA,6,NA,NA,NA,NA,0,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,0
695,NA,6,NA,NA,NA,NA,0,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
698,NA,6,NA,NA,NA,NA,0,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",1,NA,1,1,0,0,0,0,0
698,NA,6,NA,NA,NA,NA,0,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
705,Republican,8,0,1,0,0,0,rgc_c_aca2_p,Create government panels to make end-of-life decisions for people on Medicare,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",0,NA,0,0,0,0,0,0,0
705,Republican,8,0,1,0,0,0,rgc_c_dt_p,Create government panels to make end-of-life decisions for people on Medicare,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
709,NA,5,0,0,1,NA,NA,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"It makes sense, in view of other things I know",1,NA,1,0,0,0,1,0,NA
709,NA,5,0,0,1,NA,NA,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,NA
710,NA,4,1,0,0,NA,1,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,1
710,NA,4,1,0,0,NA,1,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
715,Democrat,2,1,0,0,1,1,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Subject immigrants living in the U.S. illegally to deportation,"It makes sense, in view of other things I know",1,NA,1,0,0,0,1,0,1
715,Democrat,2,1,0,0,1,1,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Subject immigrants living in the U.S. illegally to deportation,"I’ve read, seen, or heard that",NA,0,0,0,0,0,0,0,0
717,Democrat,5,1,0,0,1,1,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,1
717,Democrat,5,1,0,0,1,1,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
722,Republican,9,0,1,0,0,0,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,I just thought I’d take a shot,1,NA,1,0,0,1,0,0,0
722,Republican,9,0,1,0,0,0,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
725,Democrat,3,1,0,0,1,1,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,I just thought I’d take a shot,1,NA,1,0,0,1,0,0,1
725,Democrat,3,1,0,0,1,1,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
726,NA,5,0,0,1,NA,NA,rgc_c_aca2_p,Don’t know,Don’t know,NA,0,NA,0,0,0,0,0,0,NA
726,NA,5,0,0,1,NA,NA,rgc_c_dt_p,Don’t know,Don’t know,NA,NA,0,0,0,0,0,0,0,NA
729,Democrat,3,1,0,0,1,1,rgc_c_aca2_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,NA,0,NA,0,0,0,0,0,0,1
729,Democrat,3,1,0,0,1,1,rgc_c_dt_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,"I’ve read, seen, or heard that",NA,0,0,0,0,0,0,0,0
731,Democrat,0,1,0,0,1,1,rgc_c_aca2_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,I just thought I’d take a shot,0,NA,0,0,0,0,0,0,1
731,Democrat,0,1,0,0,1,1,rgc_c_dt_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
736,Something else,8,NA,NA,NA,NA,0,rgc_c_aca2_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",0,NA,0,0,0,0,0,0,0
736,Something else,8,NA,NA,NA,NA,0,rgc_c_dt_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
737,Republican,8,0,1,0,0,0,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",1,NA,1,1,0,0,0,0,0
737,Republican,8,0,1,0,0,0,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
744,NA,4,1,0,0,NA,1,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,1
744,NA,4,1,0,0,NA,1,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
746,Democrat,0,1,0,0,1,1,rgc_c_aca2_p,Create government panels to make end-of-life decisions for people on Medicare,Subject immigrants living in the U.S. illegally to deportation,"It makes sense, in view of other things I know",0,NA,0,0,0,0,0,0,1
746,Democrat,0,1,0,0,1,1,rgc_c_dt_p,Create government panels to make end-of-life decisions for people on Medicare,Subject immigrants living in the U.S. illegally to deportation,"I’ve read, seen, or heard that",NA,0,0,0,0,0,0,0,0
752,Democrat,0,1,0,0,1,1,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"It makes sense, in view of other things I know",1,NA,1,0,0,0,1,0,1
752,Democrat,0,1,0,0,1,1,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
754,Democrat,4,1,0,0,1,1,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,1
754,Democrat,4,1,0,0,1,1,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
755,NA,3,1,0,0,NA,1,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",1,NA,1,1,0,0,0,0,1
755,NA,3,1,0,0,NA,1,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
756,Republican,8,0,1,0,0,0,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,It makes me feel good to think that,1,NA,1,0,0,0,0,1,0
756,Republican,8,0,1,0,0,0,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
757,NA,4,1,0,0,NA,1,rgc_c_aca2_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,I just thought I’d take a shot,0,NA,0,0,0,0,0,0,1
757,NA,4,1,0,0,NA,1,rgc_c_dt_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"It makes sense, in view of other things I know",NA,1,1,0,0,0,1,0,0
762,NA,2,1,0,0,NA,1,rgc_c_aca2_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,NA,0,NA,0,0,0,0,0,0,1
762,NA,2,1,0,0,NA,1,rgc_c_dt_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,"It makes sense, in view of other things I know",NA,0,0,0,0,0,0,0,0
765,Republican,4,0,1,0,0,0,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"It makes sense, in view of other things I know",1,NA,1,0,0,0,1,0,0
765,Republican,4,0,1,0,0,0,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
767,NA,5,0,0,1,NA,NA,rgc_c_aca2_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,I just thought I’d take a shot,0,NA,0,0,0,0,0,0,NA
767,NA,5,0,0,1,NA,NA,rgc_c_dt_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,NA
776,Republican,10,0,1,0,0,0,rgc_c_aca2_p,Create government panels to make end-of-life decisions for people on Medicare,Subject immigrants living in the U.S. illegally to deportation,"I’ve read, seen, or heard that",0,NA,0,0,0,0,0,0,0
776,Republican,10,0,1,0,0,0,rgc_c_dt_p,Create government panels to make end-of-life decisions for people on Medicare,Subject immigrants living in the U.S. illegally to deportation,"I’ve read, seen, or heard that",NA,0,0,0,0,0,0,0,1
779,NA,5,0,0,1,NA,NA,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Strip immigrants from several Muslim-majority countries of their green cards,"I’ve read, seen, or heard that",1,NA,1,1,0,0,0,0,NA
779,NA,5,0,0,1,NA,NA,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Strip immigrants from several Muslim-majority countries of their green cards,I just thought I’d take a shot,NA,0,0,0,0,0,0,0,NA
780,Democrat,0,1,0,0,1,1,rgc_c_aca2_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,NA,0,NA,0,0,0,0,0,0,1
780,Democrat,0,1,0,0,1,1,rgc_c_dt_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,"I’ve read, seen, or heard that",NA,0,0,0,0,0,0,0,0
781,Democrat,2,1,0,0,1,1,rgc_c_aca2_p,Cut benefits to existing Medicare patients,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",0,NA,0,0,0,0,0,0,1
781,Democrat,2,1,0,0,1,1,rgc_c_dt_p,Cut benefits to existing Medicare patients,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,0
785,Republican,10,0,1,0,0,0,rgc_c_aca2_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"It makes sense, in view of other things I know",0,NA,0,0,0,0,0,0,0
785,Republican,10,0,1,0,0,0,rgc_c_dt_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
786,Something else,5,0,0,1,NA,0,rgc_c_aca2_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,NA,0,NA,0,0,0,0,0,0,0
786,Something else,5,0,0,1,NA,0,rgc_c_dt_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,"I’ve read, seen, or heard that",NA,0,0,0,0,0,0,0,1
792,Republican,10,0,1,0,0,0,rgc_c_aca2_p,Replace Medicare with a “public option”,Strip immigrants from countries supporting terrorism of their green cards,"I’ve read, seen, or heard that",0,NA,0,0,0,0,0,0,0
792,Republican,10,0,1,0,0,0,rgc_c_dt_p,Replace Medicare with a “public option”,Strip immigrants from countries supporting terrorism of their green cards,"I’ve read, seen, or heard that",NA,0,0,0,0,0,0,0,1
793,Republican,10,0,1,0,0,0,rgc_c_aca2_p,Create government panels to make end-of-life decisions for people on Medicare,Temporarily ban immigrants from several majority-Muslim countries,I just thought I’d take a shot,0,NA,0,0,0,0,0,0,0
793,Republican,10,0,1,0,0,0,rgc_c_dt_p,Create government panels to make end-of-life decisions for people on Medicare,Temporarily ban immigrants from several majority-Muslim countries,I looked it up,NA,1,1,0,1,0,0,0,1
795,NA,5,0,0,1,NA,NA,rgc_c_aca2_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,NA,0,NA,0,0,0,0,0,0,NA
795,NA,5,0,0,1,NA,NA,rgc_c_dt_p,Don’t know,Subject immigrants living in the U.S. illegally to deportation,"It makes sense, in view of other things I know",NA,0,0,0,0,0,0,0,NA
796,NA,5,0,0,1,NA,NA,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,NA
796,NA,5,0,0,1,NA,NA,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,NA
797,Republican,9,0,1,0,0,0,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,0
797,Republican,9,0,1,0,0,0,rgc_c_dt_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
799,NA,6,NA,NA,NA,NA,0,rgc_c_aca2_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"It makes sense, in view of other things I know",0,NA,0,0,0,0,0,0,0
799,NA,6,NA,NA,NA,NA,0,rgc_c_dt_p,Replace Medicare with a “public option”,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
801,Republican,7,0,1,0,0,0,rgc_c_aca2_p,Replace Medicare with a “public option”,Subject immigrants living in the U.S. illegally to deportation,It makes me feel good to think that,0,NA,0,0,0,0,0,0,0
801,Republican,7,0,1,0,0,0,rgc_c_dt_p,Replace Medicare with a “public option”,Subject immigrants living in the U.S. illegally to deportation,"I’ve read, seen, or heard that",NA,0,0,0,0,0,0,0,1
803,Republican,7,0,1,0,0,0,rgc_c_aca2_p,Create government panels to make end-of-life decisions for people on Medicare,Subject immigrants living in the U.S. illegally to deportation,"I’ve read, seen, or heard that",0,NA,0,0,0,0,0,0,0
803,Republican,7,0,1,0,0,0,rgc_c_dt_p,Create government panels to make end-of-life decisions for people on Medicare,Subject immigrants living in the U.S. illegally to deportation,"I’ve read, seen, or heard that",NA,0,0,0,0,0,0,0,1
804,Republican,10,0,1,0,0,0,rgc_c_aca2_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",1,NA,1,1,0,0,0,0,0
804,Republican,10,0,1,0,0,0,rgc_c_dt_p,Limit future increases in payments to Medicare providers,Temporarily ban immigrants from several majority-Muslim countries,"I’ve read, seen, or heard that",NA,1,1,1,0,0,0,0,1
807,Republican,7,0,1,0,0,0,rgc_c_aca2_p,Don’t know,Temporarily ban immigrants from several majority-Muslim countries,NA,0,NA,0,0,0,0,0,0,0
